device_id, CreateTime, RecvTime, Data
2, , 2019-10-17 13:02:30.777000, 53
2, , 2019-10-17 13:02:36.062000, 53
2, , 2019-10-17 13:02:41.569000, 53
2, , 2019-10-17 13:02:46.904000, 53
2, , 2019-10-17 13:02:52.270000, 53
2, , 2019-10-17 13:02:57.609000, 53
2, , 2019-10-17 13:03:02.888000, 53
2, , 2019-10-17 13:03:08.153000, 53
2, , 2019-10-17 13:03:13.416000, 53
2, , 2019-10-17 13:03:18.718000, 53
2, , 2019-10-17 13:03:24.211000, 53
2, , 2019-10-17 13:03:29.544000, 53
2, , 2019-10-17 13:03:34.880000, 53
2, , 2019-10-17 13:03:40.276000, 53
2, , 2019-10-17 13:03:45.561000, 53
2, , 2019-10-17 13:03:50.913000, 53
2, , 2019-10-17 13:03:56.235000, 53
2, , 2019-10-17 13:04:01.523000, 53
2, , 2019-10-17 13:04:06.868000, 53
2, , 2019-10-17 13:04:12.163000, 53
2, , 2019-10-17 13:04:17.473000, 53
2, , 2019-10-17 13:04:22.752000, 53
2, , 2019-10-17 13:04:28.101000, 53
2, , 2019-10-17 13:04:33.363000, 53
2, , 2019-10-17 13:04:38.856000, 53
2, , 2019-10-17 13:04:44.107000, 53
2, , 2019-10-17 13:04:49.366000, 53
2, , 2019-10-17 13:04:54.650000, 53
2, , 2019-10-17 13:04:59.930000, 53
2, , 2019-10-17 13:05:05.185000, 53
2, , 2019-10-17 13:05:10.571000, 53
2, , 2019-10-17 13:05:15.822000, 53
2, , 2019-10-17 13:05:21.189000, 53
2, , 2019-10-17 13:05:26.503000, 53
2, , 2019-10-17 13:05:31.795000, 53
2, , 2019-10-17 13:05:37.182000, 53
2, , 2019-10-17 13:05:42.461000, 53
2, , 2019-10-17 13:05:47.826000, 53
2, , 2019-10-17 13:05:53.193000, 53
2, , 2019-10-17 13:05:58.816000, 53
2, , 2019-10-17 13:06:04.061000, 53
2, , 2019-10-17 13:06:09.341000, 53
2, , 2019-10-17 13:06:14.664000, 53
2, , 2019-10-17 13:06:19.966000, 53
2, , 2019-10-17 13:06:25.306000, 53
2, , 2019-10-17 13:06:30.579000, 53
2, , 2019-10-17 13:06:35.873000, 53
2, , 2019-10-17 13:06:41.152000, 53
2, , 2019-10-17 13:06:46.442000, 53
2, , 2019-10-17 13:06:51.692000, 53
2, , 2019-10-17 13:06:57.026000, 53
2, , 2019-10-17 13:07:02.404000, 53
2, , 2019-10-17 13:07:07.711000, 53
2, , 2019-10-17 13:07:12.968000, 53
2, , 2019-10-17 13:07:18.482000, 53
2, , 2019-10-17 13:07:23.788000, 53
2, , 2019-10-17 13:07:29.146000, 53
2, , 2019-10-17 13:07:34.656000, 53
2, , 2019-10-17 13:07:40.002000, 53
2, , 2019-10-17 13:07:45.403000, 53
2, , 2019-10-17 13:07:50.866000, 53
2, , 2019-10-17 13:07:56.180000, 53
2, , 2019-10-17 13:08:01.536000, 53
2, , 2019-10-17 13:08:09.342000, 53
2, , 2019-10-17 13:08:14.649000, 53
2, , 2019-10-17 13:08:19.925000, 53
2, , 2019-10-17 13:08:25.236000, 53
2, , 2019-10-17 13:08:30.490000, 53
2, , 2019-10-17 13:08:36.033000, 53
2, , 2019-10-17 13:08:41.312000, 53
2, , 2019-10-17 13:08:46.628000, 53
2, , 2019-10-17 13:08:51.987000, 53
2, , 2019-10-17 13:08:57.562000, 53
2, , 2019-10-17 13:09:02.886000, 53
2, , 2019-10-17 13:09:08.173000, 53
2, , 2019-10-17 13:09:13.481000, 53
2, , 2019-10-17 13:09:18.820000, 53
2, , 2019-10-17 13:09:24.121000, 53
2, , 2019-10-17 13:09:29.372000, 53
2, , 2019-10-17 13:09:34.705000, 53
2, , 2019-10-17 13:09:40.149000, 53
2, , 2019-10-17 13:09:45.415000, 53
2, , 2019-10-17 13:09:50.798000, 53
2, , 2019-10-17 13:09:56.134000, 53
2, , 2019-10-17 13:10:01.404000, 53
2, , 2019-10-17 13:10:06.807000, 53
2, , 2019-10-17 13:10:12.867000, 53
2, , 2019-10-17 13:10:18.141000, 53
2, , 2019-10-17 13:10:23.411000, 53
2, , 2019-10-17 13:10:28.699000, 53
2, , 2019-10-17 13:10:34.148000, 53
2, , 2019-10-17 13:10:39.554000, 53
2, , 2019-10-17 13:10:44.947000, 53
2, , 2019-10-17 13:10:50.248000, 53
2, , 2019-10-17 13:10:55.583000, 53
2, , 2019-10-17 13:11:00.872000, 53
2, , 2019-10-17 13:11:06.405000, 53
2, , 2019-10-17 13:11:11.727000, 53
2, , 2019-10-17 13:11:17, 53
2, , 2019-10-17 13:11:22.320000, 53
2, , 2019-10-17 13:11:27.590000, 53
2, , 2019-10-17 13:11:32.917000, 53
2, , 2019-10-17 13:11:38.203000, 53
2, , 2019-10-17 13:11:43.558000, 53
2, , 2019-10-17 13:11:48.980000, 53
2, , 2019-10-17 13:11:54.321000, 53
2, , 2019-10-17 13:11:59.776000, 53
2, , 2019-10-17 13:12:05.089000, 53
2, , 2019-10-17 13:12:10.690000, 53
2, , 2019-10-17 13:12:16.031000, 53
2, , 2019-10-17 13:12:21.346000, 53
2, , 2019-10-17 13:12:26.625000, 53
2, , 2019-10-17 13:12:31.971000, 53
2, , 2019-10-17 13:12:37.375000, 53
2, , 2019-10-17 13:12:42.632000, 53
2, , 2019-10-17 13:12:47.922000, 53
2, , 2019-10-17 13:12:53.172000, 53
2, , 2019-10-17 13:12:58.538000, 53
2, , 2019-10-17 13:13:07.018000, 53
2, , 2019-10-17 13:13:12.475000, 53
2, , 2019-10-17 13:13:17.959000, 53
2, , 2019-10-17 13:13:23.233000, 53
2, , 2019-10-17 13:13:28.545000, 53
2, , 2019-10-17 13:13:33.893000, 53
2, , 2019-10-17 13:13:39.347000, 53
2, , 2019-10-17 13:13:44.715000, 53
2, , 2019-10-17 13:13:50.263000, 53
2, , 2019-10-17 13:13:56.212000, 53
2, , 2019-10-17 13:14:02.174000, 53
2, , 2019-10-17 13:14:07.468000, 53
2, , 2019-10-17 13:14:12.719000, 53
2, , 2019-10-17 13:14:18.002000, 53
2, , 2019-10-17 13:14:23.299000, 53
2, , 2019-10-17 13:14:28.620000, 53
2, , 2019-10-17 13:14:34.793000, 53
2, , 2019-10-17 13:14:40.118000, 53
2, , 2019-10-17 13:14:45.990000, 53
2, , 2019-10-17 13:14:51.395000, 53
2, , 2019-10-17 13:14:56.743000, 53
2, , 2019-10-17 13:15:02.158000, 53
2, , 2019-10-17 13:15:07.464000, 53
2, , 2019-10-17 13:15:12.780000, 53
2, , 2019-10-17 13:15:18.131000, 53
2, , 2019-10-17 13:15:23.543000, 53
2, , 2019-10-17 13:15:28.866000, 53
2, , 2019-10-17 13:15:34.187000, 53
2, , 2019-10-17 13:15:39.718000, 53
2, , 2019-10-17 13:15:45.172000, 53
2, , 2019-10-17 13:15:50.510000, 53
2, , 2019-10-17 13:15:55.880000, 53
2, , 2019-10-17 13:16:01.161000, 53
2, , 2019-10-17 13:16:06.736000, 53
2, , 2019-10-17 13:16:12.176000, 53
2, , 2019-10-17 13:16:17.595000, 53
2, , 2019-10-17 13:16:22.866000, 53
2, , 2019-10-17 13:16:28.207000, 53
2, , 2019-10-17 13:16:33.507000, 53
2, , 2019-10-17 13:16:38.930000, 53
2, , 2019-10-17 13:16:44.358000, 53
2, , 2019-10-17 13:16:49.645000, 53
2, , 2019-10-17 13:16:55.091000, 53
2, , 2019-10-17 13:17:00.560000, 53
2, , 2019-10-17 13:17:06.032000, 53
2, , 2019-10-17 13:17:11.304000, 53
2, , 2019-10-17 13:17:16.611000, 53
2, , 2019-10-17 13:17:21.970000, 53
2, , 2019-10-17 13:17:27.348000, 53
2, , 2019-10-17 13:17:32.653000, 53
2, , 2019-10-17 13:17:37.917000, 53
2, , 2019-10-17 13:17:44.159000, 53
2, , 2019-10-17 13:17:49.490000, 53
2, , 2019-10-17 13:17:54.840000, 53
2, , 2019-10-17 13:18:00.238000, 53
2, , 2019-10-17 13:18:05.566000, 53
2, , 2019-10-17 13:18:10.884000, 53
2, , 2019-10-17 13:18:18.801000, 53
2, , 2019-10-17 13:18:24.145000, 53
2, , 2019-10-17 13:18:29.413000, 53
2, , 2019-10-17 13:18:34.772000, 53
2, , 2019-10-17 13:18:40.046000, 53
2, , 2019-10-17 13:18:45.388000, 53
2, , 2019-10-17 13:18:50.785000, 53
2, , 2019-10-17 13:18:56.142000, 53
2, , 2019-10-17 13:19:01.406000, 53
2, , 2019-10-17 13:19:06.734000, 53
2, , 2019-10-17 13:19:12.033000, 53
2, , 2019-10-17 13:19:17.327000, 53
2, , 2019-10-17 13:19:22.573000, 53
2, , 2019-10-17 13:19:27.976000, 53
2, , 2019-10-17 13:19:33.274000, 53
2, , 2019-10-17 13:19:38.643000, 53
2, , 2019-10-17 13:19:43.978000, 53
2, , 2019-10-17 13:19:49.323000, 53
2, , 2019-10-17 13:19:54.602000, 53
2, , 2019-10-17 13:19:59.911000, 53
2, , 2019-10-17 13:20:05.330000, 53
2, , 2019-10-17 13:20:10.807000, 53
2, , 2019-10-17 13:20:17.229000, 53
2, , 2019-10-17 13:20:22.727000, 53
2, , 2019-10-17 13:20:28.602000, 53
2, , 2019-10-17 13:20:34.842000, 53
2, , 2019-10-17 13:20:41.476000, 53
2, , 2019-10-17 13:20:47.414000, 53
2, , 2019-10-17 13:20:52.907000, 53
2, , 2019-10-17 13:20:58.422000, 53
2, , 2019-10-17 13:21:04.003000, 53
2, , 2019-10-17 13:21:09.867000, 53
2, , 2019-10-17 13:21:15.188000, 53
2, , 2019-10-17 13:21:20.536000, 53
2, , 2019-10-17 13:21:25.914000, 53
2, , 2019-10-17 13:21:31.195000, 53
2, , 2019-10-17 13:21:36.537000, 53
2, , 2019-10-17 13:21:41.827000, 53
2, , 2019-10-17 13:21:47.235000, 53
2, , 2019-10-17 13:21:52.583000, 53
2, , 2019-10-17 13:21:57.880000, 53
2, , 2019-10-17 13:22:03.254000, 53
2, , 2019-10-17 13:22:08.605000, 53
2, , 2019-10-17 13:22:14.174000, 53
2, , 2019-10-17 13:22:19.479000, 53
2, , 2019-10-17 13:22:24.801000, 53
2, , 2019-10-17 13:22:30.134000, 53
2, , 2019-10-17 13:22:35.675000, 53
2, , 2019-10-17 13:22:41.015000, 53
2, , 2019-10-17 13:22:46.433000, 53
2, , 2019-10-17 13:22:51.697000, 53
2, , 2019-10-17 13:22:56.965000, 53
2, , 2019-10-17 13:23:02.581000, 53
2, , 2019-10-17 13:23:08.024000, 53
2, , 2019-10-17 13:23:13.322000, 53
2, , 2019-10-17 13:23:18.637000, 53
2, , 2019-10-17 13:23:23.986000, 53
2, , 2019-10-17 13:23:29.667000, 53
2, , 2019-10-17 13:23:38.312000, 53
2, , 2019-10-17 13:23:43.659000, 53
2, , 2019-10-17 13:23:49.178000, 53
2, , 2019-10-17 13:23:54.827000, 53
2, , 2019-10-17 13:24:00.144000, 53
2, , 2019-10-17 13:24:05.583000, 53
2, , 2019-10-17 13:24:10.896000, 53
2, , 2019-10-17 13:24:16.185000, 53
2, , 2019-10-17 13:24:21.538000, 53
2, , 2019-10-17 13:24:26.843000, 53
2, , 2019-10-17 13:24:32.298000, 53
2, , 2019-10-17 13:24:37.601000, 53
2, , 2019-10-17 13:24:43.056000, 53
2, , 2019-10-17 13:24:48.360000, 53
2, , 2019-10-17 13:24:53.625000, 53
2, , 2019-10-17 13:24:59.203000, 53
2, , 2019-10-17 13:25:04.668000, 53
2, , 2019-10-17 13:25:09.977000, 53
2, , 2019-10-17 13:25:15.257000, 53
2, , 2019-10-17 13:25:20.551000, 53
2, , 2019-10-17 13:25:25.859000, 53
2, , 2019-10-17 13:25:31.259000, 53
2, , 2019-10-17 13:25:36.591000, 53
2, , 2019-10-17 13:25:41.910000, 53
2, , 2019-10-17 13:25:47.439000, 53
2, , 2019-10-17 13:25:52.872000, 53
2, , 2019-10-17 13:25:58.189000, 53
2, , 2019-10-17 13:26:03.551000, 53
2, , 2019-10-17 13:26:09.098000, 53
2, , 2019-10-17 13:26:14.600000, 53
2, , 2019-10-17 13:26:19.891000, 53
2, , 2019-10-17 13:26:25.183000, 53
2, , 2019-10-17 13:26:30.475000, 53
2, , 2019-10-17 13:26:36.056000, 53
2, , 2019-10-17 13:26:41.388000, 53
2, , 2019-10-17 13:26:46.749000, 53
2, , 2019-10-17 13:26:52.001000, 53
2, , 2019-10-17 13:26:57.387000, 53
2, , 2019-10-17 13:27:02.746000, 53
2, , 2019-10-17 13:27:08.069000, 53
2, , 2019-10-17 13:27:13.376000, 53
2, , 2019-10-17 13:27:18.653000, 53
2, , 2019-10-17 13:27:24.161000, 53
2, , 2019-10-17 13:27:29.697000, 53
2, , 2019-10-17 13:27:35.013000, 53
2, , 2019-10-17 13:27:40.487000, 53
2, , 2019-10-17 13:27:45.809000, 53
2, , 2019-10-17 13:27:51.259000, 53
2, , 2019-10-17 13:27:56.516000, 53
2, , 2019-10-17 13:28:01.920000, 53
2, , 2019-10-17 13:28:07.267000, 53
2, , 2019-10-17 13:28:12.598000, 53
2, , 2019-10-17 13:28:17.888000, 53
2, , 2019-10-17 13:28:23.201000, 53
2, , 2019-10-17 13:28:28.532000, 53
2, , 2019-10-17 13:28:33.880000, 53
2, , 2019-10-17 13:28:39.258000, 53
2, , 2019-10-17 13:28:44.721000, 53
2, , 2019-10-17 13:28:50.193000, 53
2, , 2019-10-17 13:28:55.558000, 53
2, , 2019-10-17 13:29:00.921000, 53
2, , 2019-10-17 13:29:06.331000, 53
2, , 2019-10-17 13:29:11.705000, 53
2, , 2019-10-17 13:29:16.993000, 53
2, , 2019-10-17 13:29:22.403000, 53
2, , 2019-10-17 13:29:27.671000, 53
2, , 2019-10-17 13:29:33.099000, 53
2, , 2019-10-17 13:29:38.395000, 53
2, , 2019-10-17 13:29:43.763000, 53
2, , 2019-10-17 13:29:49.097000, 53
2, , 2019-10-17 13:29:54.483000, 53
2, , 2019-10-17 13:29:59.810000, 53
2, , 2019-10-17 13:30:05.133000, 53
2, , 2019-10-17 13:30:10.662000, 53
2, , 2019-10-17 13:30:16.095000, 53
2, , 2019-10-17 13:30:21.414000, 53
2, , 2019-10-17 13:30:26.731000, 53
2, , 2019-10-17 13:30:32.060000, 53
2, , 2019-10-17 13:30:37.444000, 53
2, , 2019-10-17 13:30:42.923000, 53
2, , 2019-10-17 13:30:48.287000, 53
2, , 2019-10-17 13:30:53.871000, 53
2, , 2019-10-17 13:30:59.245000, 53
2, , 2019-10-17 13:31:04.545000, 53
2, , 2019-10-17 13:31:09.803000, 53
2, , 2019-10-17 13:31:15.090000, 53
2, , 2019-10-17 13:31:20.391000, 53
2, , 2019-10-17 13:31:25.727000, 53
2, , 2019-10-17 13:31:31.093000, 53
2, , 2019-10-17 13:31:36.428000, 53
2, , 2019-10-17 13:31:41.853000, 53
2, , 2019-10-17 13:31:47.603000, 53
2, , 2019-10-17 13:31:53.058000, 53
2, , 2019-10-17 13:31:58.679000, 53
2, , 2019-10-17 13:32:04.023000, 53
2, , 2019-10-17 13:32:09.402000, 53
2, , 2019-10-17 13:32:23.368000, 53
2, , 2019-10-17 13:32:28.905000, 53
2, , 2019-10-17 13:32:34.227000, 53
2, , 2019-10-17 13:32:39.771000, 53
2, , 2019-10-17 13:32:45.224000, 53
2, , 2019-10-17 13:32:50.789000, 53
2, , 2019-10-17 13:32:56.080000, 53
2, , 2019-10-17 13:33:01.384000, 53
2, , 2019-10-17 13:33:06.811000, 53
2, , 2019-10-17 13:33:12.085000, 53
2, , 2019-10-17 13:33:17.431000, 53
2, , 2019-10-17 13:33:22.770000, 53
2, , 2019-10-17 13:33:28.070000, 53
2, , 2019-10-17 13:33:36.897000, 53
2, , 2019-10-17 13:33:44.956000, 53
2, , 2019-10-17 13:33:52.785000, 53
2, , 2019-10-17 13:33:58.243000, 53
2, , 2019-10-17 13:34:04.178000, 53
2, , 2019-10-17 13:34:09.528000, 53
2, , 2019-10-17 13:34:14.933000, 53
2, , 2019-10-17 13:34:20.271000, 53
2, , 2019-10-17 13:34:25.578000, 53
2, , 2019-10-17 13:34:30.982000, 53
2, , 2019-10-17 13:34:36.483000, 53
2, , 2019-10-17 13:34:41.881000, 53
2, , 2019-10-17 13:34:47.456000, 53
2, , 2019-10-17 13:34:52.825000, 53
2, , 2019-10-17 13:34:58.159000, 53
2, , 2019-10-17 13:35:03.800000, 53
2, , 2019-10-17 13:35:09.363000, 53
2, , 2019-10-17 13:35:14.706000, 53
2, , 2019-10-17 13:35:20.450000, 53
2, , 2019-10-17 13:35:25.898000, 53
2, , 2019-10-17 13:35:31.280000, 53
2, , 2019-10-17 13:35:36.658000, 53
2, , 2019-10-17 13:35:41.997000, 53
2, , 2019-10-17 13:35:49.974000, 53
2, , 2019-10-17 13:35:55.451000, 53
2, , 2019-10-17 13:36:00.939000, 53
2, , 2019-10-17 13:36:09.011000, 53
2, , 2019-10-17 13:36:16.610000, 53
2, , 2019-10-17 13:36:22.568000, 53
2, , 2019-10-17 13:36:28.085000, 53
2, , 2019-10-17 13:36:33.563000, 53
2, , 2019-10-17 13:36:39.451000, 53
2, , 2019-10-17 13:36:47.436000, 53
2, , 2019-10-17 13:36:52.744000, 53
2, , 2019-10-17 13:36:58.300000, 53
2, , 2019-10-17 13:37:03.707000, 53
2, , 2019-10-17 13:37:11.700000, 53
2, , 2019-10-17 13:37:17.158000, 53
2, , 2019-10-17 13:37:22.937000, 53
2, , 2019-10-17 13:37:28.421000, 53
2, , 2019-10-17 13:37:34.095000, 53
2, , 2019-10-17 13:37:39.446000, 53
2, , 2019-10-17 13:37:48.381000, 53
2, , 2019-10-17 13:37:54.044000, 53
2, , 2019-10-17 13:37:59.600000, 53
2, , 2019-10-17 13:38:05.124000, 53
2, , 2019-10-17 13:38:10.607000, 53
2, , 2019-10-17 13:38:16.081000, 53
2, , 2019-10-17 13:38:24.770000, 53
2, , 2019-10-17 13:38:32.558000, 53
